time,gFx,gFy,gFz,TgF
33.219000,-0.1921,0.3316,0.8586,0.940
33.219000,-0.1881,0.3200,0.8449,0.923
33.220000,-0.1814,0.3116,0.8425,0.916
33.221000,-0.1758,0.3065,0.8451,0.916
33.230000,-0.1711,0.3036,0.8539,0.922
33.230000,-0.1686,0.3037,0.8666,0.934
33.251000,-0.1743,0.3003,0.8883,0.954
33.252000,-0.1851,0.2956,0.9020,0.967
33.252000,-0.1948,0.2930,0.9163,0.982
33.253000,-0.2041,0.2888,0.9280,0.993
33.254000,-0.2145,0.2845,0.9398,1.005
33.266000,-0.2231,0.2823,0.9485,1.014
33.267000,-0.2299,0.2834,0.9579,1.025
33.283000,-0.2334,0.2856,0.9666,1.035
33.285000,-0.2326,0.2911,0.9667,1.036
33.286000,-0.2292,0.2993,0.9602,1.032
33.287000,-0.2226,0.3025,0.9480,1.020
33.288000,-0.2151,0.3077,0.9337,1.006
33.303000,-0.2101,0.3126,0.9197,0.994
33.305000,-0.2097,0.3175,0.9108,0.987
33.306000,-0.2124,0.3204,0.9096,0.987
33.309000,-0.2209,0.3230,0.9165,0.997
33.320000,-0.2282,0.3257,0.9292,1.011
33.322000,-0.2328,0.3253,0.9373,1.019
33.323000,-0.2303,0.3272,0.9376,1.019
33.342000,-0.2254,0.3290,0.9320,1.014
33.343000,-0.2191,0.3313,0.9234,1.005
33.344000,-0.2163,0.3365,0.9163,1.000
33.344000,-0.2206,0.3381,0.9093,0.995
33.351000,-0.2304,0.3402,0.9016,0.991
33.353000,-0.2405,0.3415,0.8957,0.988
33.358000,-0.2474,0.3440,0.8921,0.988
33.363000,-0.2510,0.3435,0.8867,0.983
33.367000,-0.2509,0.3414,0.8857,0.982
33.372000,-0.2486,0.3391,0.8876,0.982
33.378000,-0.2450,0.3369,0.8889,0.982
33.382000,-0.2364,0.3335,0.8932,0.982
33.387000,-0.2320,0.3326,0.9005,0.988
33.392000,-0.2290,0.3318,0.9097,0.995
33.402000,-0.2299,0.3315,0.9169,1.002
33.407000,-0.2318,0.3276,0.9234,1.007
33.408000,-0.2328,0.3230,0.9312,1.013
33.413000,-0.2314,0.3182,0.9347,1.014
33.436000,-0.2262,0.3163,0.9368,1.014
33.438000,-0.2183,0.3154,0.9383,1.014
33.439000,-0.2160,0.3132,0.9381,1.012
33.440000,-0.2176,0.3123,0.9413,1.015
33.441000,-0.2243,0.3125,0.9455,1.021
33.442000,-0.2370,0.3117,0.9497,1.027
33.464000,-0.2582,0.3139,0.9508,1.034
33.466000,-0.2715,0.3167,0.9489,1.037
33.476000,-0.2758,0.3218,0.9461,1.037
33.477000,-0.2712,0.3276,0.9343,1.027
33.481000,-0.2632,0.3291,0.9191,1.011
33.482000,-0.2498,0.3281,0.8992,0.989
33.484000,-0.2432,0.3263,0.8885,0.977
33.487000,-0.2349,0.3233,0.8801,0.967
33.488000,-0.2298,0.3213,0.8758,0.961
33.493000,-0.2154,0.3204,0.8734,0.955
33.499000,-0.2018,0.3175,0.8733,0.951
33.502000,-0.1902,0.3143,0.8767,0.951
33.507000,-0.1857,0.3105,0.8856,0.957
33.512000,-0.1881,0.3076,0.8981,0.968
33.520000,-0.1991,0.3053,0.9196,0.989
33.523000,-0.2094,0.3036,0.9395,1.009
33.527000,-0.2180,0.3026,0.9577,1.028
33.543000,-0.2201,0.3033,0.9648,1.035
33.543000,-0.2177,0.3081,0.9639,1.035
33.544000,-0.2133,0.3122,0.9571,1.029
33.551000,-0.2136,0.3159,0.9451,1.019
33.552000,-0.2200,0.3172,0.9346,1.011
33.558000,-0.2274,0.3202,0.9295,1.009
33.562000,-0.2318,0.3219,0.9227,1.004
33.567000,-0.2327,0.3232,0.9154,0.998
33.572000,-0.2318,0.3232,0.9066,0.990
33.579000,-0.2323,0.3225,0.8993,0.983
33.591000,-0.2356,0.3214,0.8921,0.977
33.596000,-0.2376,0.3204,0.8885,0.974
33.601000,-0.2398,0.3176,0.8867,0.972
33.604000,-0.2425,0.3185,0.8873,0.973
33.605000,-0.2483,0.3175,0.8981,0.984
33.620000,-0.2541,0.3182,0.9071,0.994
33.621000,-0.2563,0.3197,0.9154,1.003
33.621000,-0.2543,0.3176,0.9179,1.004
33.648000,-0.2447,0.3152,0.9150,0.998
33.649000,-0.2361,0.3143,0.9094,0.991
33.649000,-0.2282,0.3126,0.9043,0.984
33.650000,-0.2228,0.3097,0.9096,0.986
33.650000,-0.2226,0.3078,0.9219,0.997
33.651000,-0.2328,0.3020,0.9473,1.021
33.675000,-0.2411,0.2998,0.9745,1.048
33.678000,-0.2366,0.3043,0.9892,1.062
33.681000,-0.2263,0.3067,0.9874,1.058
33.685000,-0.2235,0.3100,0.9671,1.040
33.686000,-0.2287,0.3122,0.9392,1.016
33.688000,-0.2380,0.3147,0.9086,0.991
33.689000,-0.2422,0.3175,0.8777,0.964
33.690000,-0.2414,0.3219,0.8471,0.938
33.695000,-0.2300,0.3264,0.8091,0.902
33.703000,-0.2195,0.3276,0.7808,0.875
33.704000,-0.2146,0.3280,0.7615,0.856
33.708000,-0.2162,0.3268,0.7465,0.843
33.712000,-0.2180,0.3296,0.7113,0.814
33.719000,-0.2482,0.3249,0.7194,0.827
33.722000,-0.2767,0.3197,0.7564,0.867
33.728000,-0.2864,0.3116,0.8040,0.909
33.745000,-0.2799,0.3009,0.8684,0.961
33.746000,-0.2704,0.2978,0.9168,1.001
33.746000,-0.2504,0.3078,0.9624,1.041
33.750000,-0.2436,0.3134,0.9864,1.063
33.753000,-0.2489,0.3097,0.9907,1.067
33.758000,-0.2537,0.3031,0.9711,1.048
33.762000,-0.2450,0.3031,0.9495,1.026
33.768000,-0.2277,0.3086,0.9256,1.002
33.773000,-0.2027,0.3164,0.9027,0.978
33.778000,-0.1777,0.3188,0.8855,0.958
33.787000,-0.1727,0.3131,0.8793,0.949
